Supplementary Table 1: Detailed Information on Training Set Sequences,,,,,,,,
ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die,Acronym
NM_003737.4,,,,"NM_003737.4 Homo sapiens dachsous cadherin-related 1 (DCHS1), mRNA",,10713,no,DCHS1
NM_147188.3,,,,"NM_147188.3 Homo sapiens F-box protein 22 (FBXO22), transcript variant 1, mRNA",,10707,no,FBXO22
NM_001345922.1,,,,"NM_001345922.1 Homo sapiens DNA polymerase kappa (POLK), transcript variant 3, mRNA",,10707,no,POLK
NM_001315529.2,,,,"NM_001315529.2 Homo sapiens pericentrin (PCNT), transcript variant 2, mRNA",,10706,no,PCNT
NM_006311.4,,,,"NM_006311.4 Homo sapiens nuclear receptor corepressor 1 (NCOR1), transcript variant 1, mRNA",,10705,no,NCOR1
NM_001042603.3,,,,"NM_001042603.3 Homo sapiens lysine demethylase 5A (KDM5A), mRNA",,10701,no,KDM5A
NM_020718.3,,,,"NM_020718.3 Homo sapiens ubiquitin specific peptidase 31 (USP31), mRNA",,10698,no,USP31
NM_013266.4,,,,"NM_013266.4 Homo sapiens catenin alpha 3 (CTNNA3), transcript variant 1, mRNA",,10696,no,CTNNA3
NM_198839.2,,,,"NM_198839.2 Homo sapiens acetyl-CoA carboxylase alpha (ACACA), transcript variant 2, mRNA",,10691,no,ACACA
NM_001164664.2,,,,"NM_001164664.2 Homo sapiens microtubule associated serine/threonine kinase family member 4 (MAST4), transcript variant 3, mRNA",,10677,no,MAST4
NM_012309.4,,,,"NM_012309.4 Homo sapiens SH3 and multiple ankyrin repeat domains 2 (SHANK2), transcript variant 1, mRNA",,10675,no,SHANK2
NM_178123.5,,,,"NM_178123.5 Homo sapiens SEC14 and spectrin domain containing 1 (SESTD1), mRNA",,10671,no,SESTD1
NM_000044.6,,,,"NM_000044.6 Homo sapiens androgen receptor (AR), transcript variant 1, mRNA",,10667,no,AR
NM_032341.5,,,,"NM_032341.5 Homo sapiens DNA damage inducible 1 homolog 2 (DDI2), mRNA",,10667,no,DDI2
NM_001378329.1,,,,"NM_001378329.1 Homo sapiens neurofascin (NFASC), transcript variant 8, mRNA",,10657,no,NFASC
NM_015204.3,,,,"NM_015204.3 Homo sapiens thrombospondin type 1 domain containing 7A (THSD7A), mRNA",,10655,no,THSD7A
NM_001292009.1,,,,"NM_001292009.1 Homo sapiens eyes shut homolog (EYS), transcript variant 4, mRNA",,10652,no,EYS
NM_001322349.2,,,,"NM_001322349.2 Homo sapiens DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease (DIS3), transcript variant 4, mRNA",,10639,no,DIS3
NM_000332.3,,,,"NM_000332.3 Homo sapiens ataxin 1 (ATXN1), transcript variant 1, mRNA",,10636,no,ATXN1
NM_001039802.2,,,,"NM_001039802.2 Homo sapiens cell division cycle 42 (CDC42), transcript variant 3, mRNA",,10629,no,CDC42
NM_153487.4,,,,"NM_153487.4 Homo sapiens MAM domain containing glycosylphosphatidylinositol anchor 1 (MDGA1), mRNA",,10629,no,MDGA1
NM_183353.3,,,,"NM_183353.3 Homo sapiens ring finger protein, LIM domain interacting (RLIM), transcript variant 2, mRNA",,10627,no,RLIM
NM_152704.3,,,,"NM_152704.3 Homo sapiens APC membrane recruitment protein 2 (AMER2), transcript variant 1, mRNA",,10619,no,AMER2
NM_001329998.2,,,,"NM_001329998.2 Homo sapiens tetratricopeptide repeat and ankyrin repeat containing 1 (TRANK1), transcript variant 1, mRNA",,10611,no,TRANK1
NM_001348325.2,,,,"NM_001348325.2 Homo sapiens thyroid hormone receptor interactor 12 (TRIP12), transcript variant 15, mRNA",,10611,no,TRIP12
NM_001378457.1,,,,"NM_001378457.1 Homo sapiens Dmx like 2 (DMXL2), transcript variant 4, mRNA",,10596,no,DMXL2
NM_152744.4,,,,"NM_152744.4 Homo sapiens sidekick cell adhesion molecule 1 (SDK1), transcript variant 1, mRNA",,10593,no,SDK1
NM_001080495.2,,,,"NM_001080495.2 Homo sapiens trinucleotide repeat containing 18 (TNRC18), mRNA",,10586,no,TNRC18
NM_173642.4,,,,"NM_173642.4 Homo sapiens ribosomal modification protein rimK like family member A (RIMKLA), mRNA",,10577,no,RIMKLA
NM_145811.3,,,,"NM_145811.3 Homo sapiens calcium voltage-gated channel auxiliary subunit gamma 5 (CACNG5), transcript variant 1, mRNA",,10576,no,CACNG5
NM_001364297.1,,,,"NM_001364297.1 Homo sapiens LIF receptor subunit alpha (LIFR), transcript variant 3, mRNA",,10570,no,LIFR
NM_133263.4,,,,"NM_133263.4 Homo sapiens PPARG coactivator 1 beta (PPARGC1B), transcript variant 1, mRNA",,10569,no,PPARGC1B
NM_148894.3,,,,"NM_148894.3 Homo sapiens biorientation of chromosomes in cell division 1 like 1 (BOD1L1), mRNA",,10567,no,BOD1L1
NM_000254.2,,,,"NM_000254.2 Homo sapiens 5-methyltetrahydrofolate-homocysteine methyltransferase (MTR), transcript variant 1, mRNA",,10558,no,MTR
NM_144975.4,,,,"NM_144975.4 Homo sapiens schlafen family member 5 (SLFN5), transcript variant 1, mRNA",,10555,no,SLFN5
NM_001166160.2,,,,"NM_001166160.2 Homo sapiens protein phosphatase 1 regulatory subunit 9A (PPP1R9A), transcript variant 1, mRNA",,10547,no,PPP1R9A
NM_152680.3,,,,"NM_152680.3 Homo sapiens transmembrane protein 154 (TMEM154), mRNA",,10534,no,TMEM154
NM_004369.4,,,,"NM_004369.4 Homo sapiens collagen type VI alpha 3 chain (COL6A3), transcript variant 1, mRNA",,10532,no,COL6A3
NM_001308147.2,,,,"NM_001308147.2 Homo sapiens pleckstrin homology and RhoGEF domain containing G3 (PLEKHG3), mRNA",,10526,no,PLEKHG3
NM_031500.3,,,,"NM_031500.3 Homo sapiens protocadherin alpha 4 (PCDHA4), transcript variant 2, mRNA",,10526,no,PCDHA4
NM_015562.2,,,,"NM_015562.2 Homo sapiens UBX domain protein 7 (UBXN7), mRNA",,10521,no,UBXN7
NM_005657.4,,,,"NM_005657.4 Homo sapiens tumor protein p53 binding protein 1 (TP53BP1), transcript variant 3, mRNA",,10520,no,TP53BP1
NM_001145206.1,,,,"NM_001145206.1 Homo sapiens KIAA1671 (KIAA1671), mRNA",,10517,no,KIAA1671
NR_103556.2,,,,"NR_103556.2 Homo sapiens HYDIN axonemal central pair apparatus protein 2 (pseudogene) (HYDIN2), non-coding RNA",,10510,no,pseudogene
NM_020225.3,,,,"NM_020225.3 Homo sapiens storkhead box 2 (STOX2), transcript variant 1, mRNA",,10507,no,STOX2
NM_001354983.2,,,,"NM_001354983.2 Homo sapiens discoidin domain receptor tyrosine kinase 2 (DDR2), transcript variant 4, mRNA",,10503,no,DDR2
NM_006544.4,,,,"NM_006544.4 Homo sapiens exocyst complex component 5 (EXOC5), mRNA",,10486,no,EXOC5
NM_080546.5,,,,"NM_080546.5 Homo sapiens solute carrier family 44 member 1 (SLC44A1), transcript variant 1, mRNA",,10482,no,SLC44A1
NM_024697.3,,,,"NM_024697.3 Homo sapiens zinc finger protein 385D (ZNF385D), mRNA",,10478,no,ZNF385D
NM_022648.6,,,,"NM_022648.6 Homo sapiens tensin 1 (TNS1), transcript variant 1, mRNA",,10474,no,TNS1
NM_005121.3,,,,"NM_005121.3 Homo sapiens mediator complex subunit 13 (MED13), mRNA",,10461,no,MED13
NM_001370208.1,,,,"NM_001370208.1 Homo sapiens F-box and leucine rich repeat protein 20 (FBXL20), transcript variant 3, mRNA",,10450,no,FBXL20
NM_002337.4,,,,"NM_002337.4 Homo sapiens LDL receptor related protein associated protein 1 (LRPAP1), transcript variant 1, mRNA",,10446,no,LRPAP1
NM_053002.5,,,,"NM_053002.5 Homo sapiens mediator complex subunit 12L (MED12L), mRNA",,10440,no,MED12L
NM_016206.4,,,,"NM_016206.4 Homo sapiens vestigial like family member 3 (VGLL3), transcript variant 1, mRNA",,10438,no,VGLL3
NM_020724.2,,,,"NM_020724.2 Homo sapiens ring finger protein 150 (RNF150), mRNA",,10432,no,RNF150
NM_153035.3,,,,"NM_153035.3 Homo sapiens transcription elongation factor A N-terminal and central domain containing 2 (TCEANC2), transcript variant 1, mRNA",,10429,no,TCEANC2
NM_001329868.2,,,,"NM_001329868.2 Homo sapiens polypeptide N-acetylgalactosaminyltransferase 5 (GALNT5), transcript variant 2, mRNA",,10425,no,GALNT5
NM_133433.4,,,,"NM_133433.4 Homo sapiens NIPBL cohesin loading factor (NIPBL), transcript variant A, mRNA",,10425,no,NIPBL
NM_005766.4,,,,"NM_005766.4 Homo sapiens FERM, ARH/RhoGEF and pleckstrin domain protein 1 (FARP1), transcript variant 1, mRNA",,10419,no,FARP1
NM_006033.4,,,,"NM_006033.4 Homo sapiens lipase G, endothelial type (LIPG), transcript variant 1, mRNA",,10418,no,LIPG
NM_001346810.2,,,,"NM_001346810.2 Homo sapiens DLG associated protein 2 (DLGAP2), transcript variant 3, mRNA",,10418,no,DLGAP2
NR_164677.1,,,,"NR_164677.1 Homo sapiens ERCC excision repair 6 like 2 (ERCC6L2), transcript variant 8, non-coding RNA",,10413,no,ERCC6L2
NM_005502.4,,,,"NM_005502.4 Homo sapiens ATP binding cassette subfamily A member 1 (ABCA1), mRNA",,10408,no,ABCA1
NM_001374428.1,,,,"NM_001374428.1 Homo sapiens dymeclin (DYM), transcript variant 9, mRNA",,10402,no,DYM
NM_002839.4,,,,"NM_002839.4 Homo sapiens protein tyrosine phosphatase receptor type D (PTPRD), transcript variant 1, mRNA",,10389,no,PTPRD
NM_153646.4,,,,"NM_153646.4 Homo sapiens solute carrier family 24 member 4 (SLC24A4), transcript variant 1, mRNA",,10388,no,SLC24A4
NM_177438.3,,,,"NM_177438.3 Homo sapiens dicer 1, ribonuclease III (DICER1), transcript variant 1, mRNA",,10384,no,DICER1
NM_183421.2,,,,"NM_183421.2 Homo sapiens F-box protein 25 (FBXO25), transcript variant 1, mRNA",,10383,no,FBXO25
NM_017672.6,,,,"NM_017672.6 Homo sapiens transient receptor potential cation channel subfamily M member 7 (TRPM7), transcript variant 1, mRNA",,10382,no,TRPM7
NM_015172.4,,,,"NM_015172.4 Homo sapiens proline rich coiled-coil 2C (PRRC2C), mRNA",,10381,no,PRRC2C
NM_001168342.2,,,,"NM_001168342.2 Homo sapiens tetratricopeptide repeat domain 39B (TTC39B), transcript variant 5, mRNA",,10376,no,TTC39B
NM_001362873.1,,,,"NM_001362873.1 Homo sapiens peroxisome proliferator activated receptor alpha (PPARA), transcript variant 9, mRNA",,10375,no,PPARA
NM_021224.6,,,,"NM_021224.6 Homo sapiens zinc finger protein 462 (ZNF462), transcript variant 1, mRNA",,10345,no,ZNF462
NM_001367550.1,,,,"NM_001367550.1 Homo sapiens LPS responsive beige-like anchor protein (LRBA), transcript variant 4, mRNA",,10335,no,LRBA
NM_001369654.1,,,,"NM_001369654.1 Homo sapiens zinc finger DBF-type containing 2 (ZDBF2), transcript variant 3, mRNA",,10329,no,ZDBF2
NM_015313.3,,,,"NM_015313.3 Homo sapiens Rho guanine nucleotide exchange factor 12 (ARHGEF12), transcript variant 1, mRNA",,10326,no,ARHGEF12
NM_001353162.2,,,,"NM_001353162.2 Homo sapiens zinc finger MYM-type containing 2 (ZMYM2), transcript variant 9, mRNA",,10320,no,ZMYM2
NM_153442.4,,,,"NM_153442.4 Homo sapiens G protein-coupled receptor 26 (GPR26), mRNA",,10306,no,GPR26
NM_001024858.3,,,,"NM_001024858.3 Homo sapiens spectrin beta, erythrocytic (SPTB), transcript variant 3, mRNA",,10306,no,SPTB
NM_015065.3,,,,"NM_015065.3 Homo sapiens exophilin 5 (EXPH5), transcript variant 1, mRNA",,10304,no,EXPH5
NM_030806.4,,,,"NM_030806.4 Homo sapiens chromosome 1 open reading frame 21 (C1orf21), mRNA",,10293,no,C1orf21
NM_020921.3,,,,"NM_020921.3 Homo sapiens ninein (NIN), transcript variant 2, mRNA",,10293,no,NIN
NM_016343.4,,,,"NM_016343.4 Homo sapiens centromere protein F (CENPF), mRNA",,10290,no,CENPF
NM_001973.4,,,,"NM_001973.4 Homo sapiens ETS transcription factor ELK4 (ELK4), transcript variant a, mRNA",,10288,no,ELK4
NM_001378024.1,,,,"NM_001378024.1 Homo sapiens Rho GTPase activating protein 32 (ARHGAP32), transcript variant 3, mRNA",,10280,no,ARHGAP32
NM_015077.4,,,,"NM_015077.4 Homo sapiens sterile alpha and TIR motif containing 1 (SARM1), mRNA",,10277,no,SARM1
NM_001372095.1,,,,"NM_001372095.1 Homo sapiens ubiquitin specific peptidase 47 (USP47), transcript variant 8, mRNA",,10275,no,USP47
NM_024594.4,,,,"NM_024594.4 Homo sapiens pantothenate kinase 3 (PANK3), mRNA",,10274,no,PANK3
NR_147838.2,,,,"NR_147838.2 Homo sapiens C-X9-C motif containing 2 (CMC2), transcript variant 6, non-coding RNA",,10269,no,CMC2
NM_002373.6,,,,"NM_002373.6 Homo sapiens microtubule associated protein 1A (MAP1A), mRNA",,10266,no,MAP1A
NR_024368.1,,,,"NR_024368.1 Homo sapiens long intergenic non-protein coding RNA 1000 (LINC01000), long non-coding RNA",,10263,no,LINC01000
NR_158582.1,,,,"NR_158582.1 Homo sapiens leucine rich repeats and calponin homology domain containing 3 (LRCH3), transcript variant 8, non-coding RNA",,10263,no,LRCH3
NM_002336.3,,,,"NM_002336.3 Homo sapiens LDL receptor related protein 6 (LRP6), mRNA",,10252,no,LRP6
NM_024940.8,,,,"NM_024940.8 Homo sapiens dedicator of cytokinesis 5 (DOCK5), transcript variant 1, mRNA",,10246,no,DOCK5
NM_001352766.2,,,,"NM_001352766.2 Homo sapiens RNA binding motif protein 23 (RBM23), transcript variant 9, mRNA",,10244,no,RBM23
NM_001164496.2,,,,"NM_001164496.2 Homo sapiens cilia and flagella associated protein 44 (CFAP44), transcript variant 1, mRNA",,10238,no,CFAP44
NM_020778.5,,,,"NM_020778.5 Homo sapiens alpha kinase 3 (ALPK3), mRNA",,10238,no,ALPK3
NM_001281723.3,,,,"NM_001281723.3 Homo sapiens biotinidase (BTD), transcript variant 1, mRNA",,10233,no,BTD
NM_005754.3,,,,"NM_005754.3 Homo sapiens G3BP stress granule assembly factor 1 (G3BP1), transcript variant 1, mRNA",,10227,no,G3BP1
NM_001372043.1,,,,"NM_001372043.1 Homo sapiens proprotein convertase subtilisin/kexin type 5 (PCSK5), transcript variant 4, mRNA",,10226,no,PCSK5
NM_001024383.2,,,,"NM_001024383.2 Homo sapiens neuron navigator 3 (NAV3), transcript variant 1, mRNA",,10219,no,NAV3
NM_003128.3,,,,"NM_003128.3 Homo sapiens spectrin beta, non-erythrocytic 1 (SPTBN1), transcript variant 1, mRNA",,10211,no,SPTBN1
NM_198511.3,,,,"NM_198511.3 Homo sapiens LanC like 3 (LANCL3), transcript variant 1, mRNA",,10206,no,LANCL3
NM_001168272.1,,,,"NM_001168272.1 Homo sapiens inositol 1,4,5-trisphosphate receptor type 1 (ITPR1), transcript variant 3, mRNA",,10197,no,ITPR1
NR_003491.3,,,,"NR_003491.3 Homo sapiens myocardial infarction associated transcript (MIAT), transcript variant 1, long non-coding RNA",,10194,no,MIAT
NM_001004439.2,,,,"NM_001004439.2 Homo sapiens integrin subunit alpha 11 (ITGA11), mRNA",,10191,no,ITGA11
NM_005215.4,,,,"NM_005215.4 Homo sapiens DCC netrin 1 receptor (DCC), mRNA",,10181,no,DCC
NM_001366936.1,,,,"NM_001366936.1 Homo sapiens protein prenyltransferase alpha subunit repeat containing 1 (PTAR1), transcript variant 3, mRNA",,10180,no,PTAR1
NM_005883.3,,,,"NM_005883.3 Homo sapiens APC regulator of WNT signaling pathway 2 (APC2), transcript variant 1, mRNA",,10179,no,APC2
NM_001023563.4,,,,"NM_001023563.4 Homo sapiens zinc finger protein 805 (ZNF805), transcript variant 1, mRNA",,10169,no,ZNF805
NM_053043.3,,,,"NM_053043.3 Homo sapiens RNA binding motif protein 33 (RBM33), mRNA",,10168,no,RBM33
NR_146463.2,,,,"NR_146463.2 Homo sapiens progestin and adipoQ receptor family member 3 (PAQR3), transcript variant 5, non-coding RNA",,10165,no,PAQR3
NM_001178065.2,,,,"NM_001178065.2 Homo sapiens calcium sensing receptor (CASR), transcript variant 1, mRNA",,10150,no,CASR
NM_020949.3,,,,"NM_020949.3 Homo sapiens solute carrier family 7 member 14 (SLC7A14), mRNA",,10140,no,SLC7A14
NM_016132.5,,,,"NM_016132.5 Homo sapiens myelin expression factor 2 (MYEF2), transcript variant 1, mRNA",,10137,no,MYEF2
NM_134442.5,,,,"NM_134442.5 Homo sapiens cAMP responsive element binding protein 1 (CREB1), transcript variant 2, mRNA",,10137,no,CREB1
NM_001291030.2,,,,"NM_001291030.2 Homo sapiens family with sequence similarity 227 member A (FAM227A), transcript variant 2, mRNA",,10127,no,FAM227A
NM_001938.3,,,,"NM_001938.3 Homo sapiens down-regulator of transcription 1 (DR1), mRNA",,10124,no,DR1
NM_001127899.4,,,,"NM_001127899.4 Homo sapiens chloride voltage-gated channel 5 (CLCN5), transcript variant 1, mRNA",,10122,no,CLCN5
NM_001378188.1,,,,"NM_001378188.1 Homo sapiens coiled-coil domain containing 187 (CCDC187), transcript variant 3, mRNA",,10119,no,CCDC187
NM_001354435.1,,,,"NM_001354435.1 Homo sapiens chromosome 4 open reading frame 54 (C4orf54), mRNA",,10117,no,C4orf54
NM_019001.5,,,,"NM_019001.5 Homo sapiens 5'-3' exoribonuclease 1 (XRN1), transcript variant 1, mRNA",,10115,no,XRN1
NM_053025.4,,,,"NM_053025.4 Homo sapiens myosin light chain kinase (MYLK), transcript variant 1, mRNA",,10113,no,MYLK
NM_152624.6,,,,"NM_152624.6 Homo sapiens decapping mRNA 2 (DCP2), transcript variant 1, mRNA",,10110,no,DCP2
NM_001375776.1,,,,"NM_001375776.1 Homo sapiens transcription factor Dp-2 (TFDP2), transcript variant 11, mRNA",,10107,no,TFDP2
NM_007043.7,,,,"NM_007043.7 Homo sapiens KRR1 small subunit processome component homolog (KRR1), mRNA",,10104,no,KRR1
NM_001134225.2,,,,"NM_001134225.2 Homo sapiens inositol polyphosphate-4-phosphatase type I A (INPP4A), transcript variant c, mRNA",,10096,no,INPP4A
NM_001205315.2,,,,"NM_001205315.2 Homo sapiens STEAP4 metalloreductase (STEAP4), transcript variant 2, mRNA",,10090,no,STEAP4
NM_021999.5,,,,"NM_021999.5 Homo sapiens integral membrane protein 2B (ITM2B), mRNA",,10089,no,ITM2B
NM_015879.3,,,,"NM_015879.3 Homo sapiens ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 (ST8SIA3), mRNA",,10087,no,ST8SIA3
NM_001178083.2,,,,"NM_001178083.2 Homo sapiens exostosin glycosyltransferase 2 (EXT2), transcript variant 3, mRNA",,10086,no,EXT2
NM_001039141.3,,,,"NM_001039141.3 Homo sapiens TRIO and F-actin binding protein (TRIOBP), transcript variant 6, mRNA",,10085,no,TRIOBP
NM_002069.6,,,,"NM_002069.6 Homo sapiens G protein subunit alpha i1 (GNAI1), transcript variant 1, mRNA",,10083,no,GNAI1
NM_015383.2,,,,"NM_015383.2 Homo sapiens NBPF member 14 (NBPF14), mRNA",,10080,no,NBPF14
NM_030641.4,,,,"NM_030641.4 Homo sapiens apolipoprotein L6 (APOL6), mRNA",,10065,no,APOL6
NM_030813.6,,,,"NM_030813.6 Homo sapiens caseinolytic mitochondrial matrix peptidase chaperone subunit B (CLPB), transcript variant 1, mRNA",,10053,no,CLPB
NM_002393.5,,,,"NM_002393.5 Homo sapiens MDM4 regulator of p53 (MDM4), transcript variant 1, mRNA",,10050,no,MDM4
NM_001013620.4,,,,"NM_001013620.4 Homo sapiens ALG10 alpha-1,2-glucosyltransferase B (ALG10B), transcript variant 1, mRNA",,10050,no,ALG10B
NM_173359.5,,,,"NM_173359.5 Homo sapiens eukaryotic translation initiation factor 4E family member 3 (EIF4E3), transcript variant 2, mRNA",,10045,no,EIF4E3
NM_001371242.2,,,,"NM_001371242.2 Homo sapiens crystallin beta-gamma domain containing 1 (CRYBG1), transcript variant 1, mRNA",,10039,no,CRYBG1
NM_004654.4,,,,"NM_004654.4 Homo sapiens ubiquitin specific peptidase 9 Y-linked (USP9Y), mRNA",,10036,no,USP9Y
NM_001290047.2,,,,"NM_001290047.2 Homo sapiens CECR2 histone acetyl-lysine reader (CECR2), transcript variant 1, mRNA",,10030,no,CECR2
NM_020945.2,,,,"NM_020945.2 Homo sapiens WDFY family member 4 (WDFY4), transcript variant 1, mRNA",,10023,no,WDFY4
NM_014320.3,,,,"NM_014320.3 Homo sapiens heme binding protein 2 (HEBP2), transcript variant 2, mRNA",,10010,no,HEBP2
NR_148920.1,,,,"NR_148920.1 Homo sapiens placenta enriched 4 (PLAC4), long non-coding RNA",,10009,no,PLAC4
NM_015035.4,,,,"NM_015035.4 Homo sapiens zinc fingers and homeoboxes 3 (ZHX3), mRNA",,10006,no,ZHX3
NM_001322253.2,,,,"NM_001322253.2 Homo sapiens RAD54 like 2 (RAD54L2), transcript variant 1, mRNA",,10005,no,RAD54L2
NM_006784.3,,,,"NM_006784.3 Homo sapiens WD repeat domain 3 (WDR3), mRNA",,10004,no,WDR3
NM_001037335.2,,,,"NM_001037335.2 Homo sapiens helicase with zinc finger 2 (HELZ2), transcript variant 1, mRNA",,10002,no,HELZ2
NM_021096.4,,,,"NM_021096.4 Homo sapiens calcium voltage-gated channel subunit alpha1 I (CACNA1I), transcript variant 1, mRNA",,10002,no,CACNA1I
NM_004239.4,,,,"NM_004239.4 Homo sapiens thyroid hormone receptor interactor 11 (TRIP11), transcript variant 1, mRNA",,9996,no,TRIP11
NM_001346765.2,,,,"NM_001346765.2 Homo sapiens myosin XVIIIA (MYO18A), transcript variant 3, mRNA",,9992,no,MYO18A
NM_002285.3,,,,"NM_002285.3 Homo sapiens AF4/FMR2 family member 3 (AFF3), transcript variant 1, mRNA",,9987,no,AFF3
NM_000092.5,,,,"NM_000092.5 Homo sapiens collagen type IV alpha 4 chain (COL4A4), mRNA",,9984,no,COL4A4
NM_001135651.3,,,,"NM_001135651.3 Homo sapiens eukaryotic translation initiation factor 2 alpha kinase 2 (EIF2AK2), transcript variant 2, mRNA",,9975,no,EIF2AK2
NM_001321868.2,,,,"NM_001321868.2 Homo sapiens histone deacetylase 9 (HDAC9), transcript variant 11, mRNA",,9974,no,HDAC9
NM_001367885.1,,,,"NM_001367885.1 Homo sapiens cilia and flagella associated protein 54 (CFAP54), transcript variant 2, mRNA",,9971,no,CFAP54
NM_001257291.2,,,,"NM_001257291.2 Homo sapiens solute carrier family 9 member A7 (SLC9A7), transcript variant 1, mRNA",,9971,no,SLC9A7
NM_022166.4,,,,"NM_022166.4 Homo sapiens xylosyltransferase 1 (XYLT1), mRNA",,9970,no,XYLT1
NM_001321156.2,,,,"NM_001321156.2 Homo sapiens methyltransferase like 8 (METTL8), transcript variant 4, mRNA",,9964,no,METTL8
NM_014112.5,,,,"NM_014112.5 Homo sapiens transcriptional repressor GATA binding 1 (TRPS1), transcript variant 1, mRNA",,9964,no,TRPS1
NM_014488.5,,,,"NM_014488.5 Homo sapiens RAB30, member RAS oncogene family (RAB30), transcript variant 2, mRNA",,9960,no,RAB30
NM_001130009.3,,,,"NM_001130009.3 Homo sapiens GEN1 Holliday junction 5' flap endonuclease (GEN1), transcript variant 2, mRNA",,9957,no,GEN1
NM_025054.5,,,,"NM_025054.5 Homo sapiens valosin containing protein interacting protein 1 (VCPIP1), mRNA",,9956,no,VCPIP1
NM_001100389.2,,,,"NM_001100389.2 Homo sapiens transmembrane protein 192 (TMEM192), mRNA",,9953,no,TMEM192
NM_001252100.2,,,,"NM_001252100.2 Homo sapiens kinesin family member 21B (KIF21B), transcript variant 1, mRNA",,9950,no,KIF21B
